icd10,icd10label,section_ID,section_LABEL,chapter_ID,chapter_LABEL
O02,Other abnormal products of conception,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O03.0,"Spontaneous abortion : incomplete, complicated by genital tract and pelvic infection",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O03.1,"Spontaneous abortion : incomplete, complicated by delayed or excessive haemorrhage",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O03.2,"Spontaneous abortion : incomplete, complicated by embolism",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O03.3,"Spontaneous abortion : incomplete, with other and unspecified complications",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O03.4,"Spontaneous abortion : incomplete, without complication",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O03.5,"Spontaneous abortion : complete or unspecified, complicated by genital tract and pelvic infection",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O03.6,"Spontaneous abortion : complete or unspecified, complicated by delayed or excessive haemorrhage",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O03.7,"Spontaneous abortion : complete or unspecified, complicated by embolism",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O03.8,"Spontaneous abortion : complete or unspecified, with other and unspecified complications",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O03.9,"Spontaneous abortion : complete or unspecified, without complication",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O03,Spontaneous abortion,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O04.0,"Medical abortion : incomplete, complicated by genital tract and pelvic infection",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O04.1,"Medical abortion : incomplete, complicated by delayed or excessive haemorrhage",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O04.2,"Medical abortion : incomplete, complicated by embolism",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O04.3,"Medical abortion : incomplete, with other and unspecified complications",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O04.4,"Medical abortion : incomplete, without complication",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O04.5,"Medical abortion : complete or unspecified, complicated by genital tract and pelvic infection",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O04.6,"Medical abortion : complete or unspecified, complicated by delayed or excessive haemorrhage",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O04.7,"Medical abortion : complete or unspecified, complicated by embolism",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O04.8,"Medical abortion : complete or unspecified, with other and unspecified complications",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O04.9,"Medical abortion : complete or unspecified, without complication",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O04,Medical abortion,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O05.0,"Other abortion : incomplete, complicated by genital tract and pelvic infection",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O05.1,"Other abortion : incomplete, complicated by delayed or excessive haemorrhage",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O05.2,"Other abortion : incomplete, complicated by embolism",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O05.3,"Other abortion : incomplete, with other and unspecified complications",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O05.4,"Other abortion : incomplete, without complication",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O05.5,"Other abortion : complete or unspecified, complicated by genital tract and pelvic infection",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O05.6,"Other abortion : complete or unspecified, complicated by delayed or excessive haemorrhage",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O05.7,"Other abortion : complete or unspecified, complicated by embolism",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O05.8,"Other abortion : complete or unspecified, with other and unspecified complications",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O05.9,"Other abortion : complete or unspecified, without complication",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O05,Other abortion,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O06.0,"Unspecified abortion : incomplete, complicated by genital tract and pelvic infection",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O06.1,"Unspecified abortion : incomplete, complicated by delayed or excessive haemorrhage",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O06.2,"Unspecified abortion : incomplete, complicated by embolism",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O06.3,"Unspecified abortion : incomplete, with other and unspecified complications",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O06.4,"Unspecified abortion : incomplete, without complication",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O06.5,"Unspecified abortion : complete or unspecified, complicated by genital tract and pelvic infection",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O06.6,"Unspecified abortion : complete or unspecified, complicated by delayed or excessive haemorrhage",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O06.7,"Unspecified abortion : complete or unspecified, complicated by embolism",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O06.8,"Unspecified abortion : complete or unspecified, with other and unspecified complications",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O06.9,"Unspecified abortion : complete or unspecified, without complication",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O06,Unspecified abortion,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O07.0,"Failed medical abortion, complicated by genital tract and pelvic infection",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O07.1,"Failed medical abortion, complicated by delayed or excessive haemorrhage",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O07.2,"Failed medical abortion, complicated by embolism",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O07.3,"Failed medical abortion, with other and unspecified complications",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O07.4,"Failed medical abortion, without complication",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O07.5,"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O07.6,"Other and unspecified failed attempted abortion, complicated by delayed or excessive haemorrhage",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O07.7,"Other and unspecified failed attempted abortion, complicated by embolism",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O07.8,"Other and unspecified failed attempted abortion, with other and unspecified complications",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O07.9,"Other and unspecified failed attempted abortion, without complication",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O07,Failed attempted abortion,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O08.0,Genital tract and pelvic infection following abortion and ectopic and molar pregnancy,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O08.1,Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O08.2,Embolism following abortion and ectopic and molar pregnancy,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O08.3,Shock following abortion and ectopic and molar pregnancy,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O08.4,Renal failure following abortion and ectopic and molar pregnancy,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O08.5,Metabolic disorders following abortion and ectopic and molar pregnancy,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O08.6,Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O08.7,Other venous complications following abortion and ectopic and molar pregnancy,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O08.8,Other complications following abortion and ectopic and molar pregnancy,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O08.9,"Complication following abortion and ectopic and molar pregnancy, unspecified",O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O08,Complications following abortion and ectopic and molar pregnancy,O00-O08,Pregnancy with abortive outcome,XV,"Pregnancy, childbirth and the puerperium"
O10.0,"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium",O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O10.1,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O10.2,"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium",O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O10.3,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium",O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O10.4,"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium",O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O10.9,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium",O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O10,"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O11,Pre-eclampsia superimposed on chronic hypertension,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O12.0,Gestational oedema,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O12.1,Gestational proteinuria,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O12.2,Gestational oedema with proteinuria,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O12,Gestational [pregnancy-induced] oedema and proteinuria without hypertension,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O13,Gestational [pregnancy-induced] hypertension,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O14.0,Mild to moderate pre-eclampsia,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O14.1,Severe pre-eclampsia,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O14.2,HELLP syndrome,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O14.9,"Pre-eclampsia, unspecified",O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O14,Pre-eclampsia,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O15.0,Eclampsia in pregnancy,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O15.1,Eclampsia in labour,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O15.2,Eclampsia in the puerperium,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O15.9,"Eclampsia, unspecified as to time period",O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O15,Eclampsia,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O16,Unspecified maternal hypertension,O10-O16,"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium",XV,"Pregnancy, childbirth and the puerperium"
O20.0,Threatened abortion,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O20.8,Other haemorrhage in early pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O20.9,"Haemorrhage in early pregnancy, unspecified",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O20,Haemorrhage in early pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O21.0,Mild hyperemesis gravidarum,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O21.1,Hyperemesis gravidarum with metabolic disturbance,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O21.2,Late vomiting of pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O21.8,Other vomiting complicating pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O21.9,"Vomiting of pregnancy, unspecified",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O21,Excessive vomiting in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O22.0,Varicose veins of lower extremity in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O22.1,Genital varices in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O22.2,Superficial thrombophlebitis in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O22.3,Deep phlebothrombosis in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O22.4,Haemorrhoids in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O22.5,Cerebral venous thrombosis in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O22.8,Other venous complications in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O22.9,"Venous complication in pregnancy, unspecified",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O22,Venous complications and haemorrhoids in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O23.0,Infections of kidney in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O23.1,Infections of bladder in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O23.2,Infections of urethra in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O23.3,Infections of other parts of urinary tract in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O23.4,Unspecified infection of urinary tract in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O23.5,Infections of the genital tract in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O23.9,Other and unspecified genitourinary tract infection in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O23,Infections of genitourinary tract in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O24.0,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, insulin-dependent",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O24.1,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, non-insulin-dependent",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O24.2,Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O24.3,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O24.4,Diabetes mellitus arising in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O24.9,"Diabetes mellitus in pregnancy, unspecified",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O24,Diabetes mellitus in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O25,Malnutrition in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O26.0,Excessive weight gain in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O26.1,Low weight gain in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O26.2,Pregnancy care of habitual aborter,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O26.3,Retained intrauterine contraceptive device in pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O26.4,Herpes gestationis,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O26.5,Maternal hypotension syndrome,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O26.6,"Liver disorders in pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O26.7,"Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O26.8,Other specified pregnancy-related conditions,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O26.9,"Pregnancy-related condition, unspecified",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O26,Maternal care for other conditions predominantly related to pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O28.0,Abnormal haematological finding on antenatal screening of mother,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O28.1,Abnormal biochemical finding on antenatal screening of mother,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O28.2,Abnormal cytological finding on antenatal screening of mother,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O28.3,Abnormal ultrasonic finding on antenatal screening of mother,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O28.4,Abnormal radiological finding on antenatal screening of mother,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O28.5,Abnormal chromosomal and genetic finding on antenatal screening of mother,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O28.8,Other abnormal findings on antenatal screening of mother,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O28.9,"Abnormal finding on antenatal screening of mother, unspecified",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O28,Abnormal findings on antenatal screening of mother,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O29.0,Pulmonary complications of anaesthesia during pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O29.1,Cardiac complications of anaesthesia during pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O29.2,Central nervous system complications of anaesthesia during pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O29.3,Toxic reaction to local anaesthesia during pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O29.4,Spinal and epidural anaesthesia-induced headache during pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O29.5,Other complications of spinal and epidural anaesthesia during pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O29.6,Failed or difficult intubation during pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O29.8,Other complications of anaesthesia during pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O29.9,"Complication of anaesthesia during pregnancy, unspecified",O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O29,Complications of anaesthesia during pregnancy,O20-O29,Other maternal disorders predominantly related to pregnancy,XV,"Pregnancy, childbirth and the puerperium"
O30.0,Twin pregnancy,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O30.1,Triplet pregnancy,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O30.2,Quadruplet pregnancy,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O30.8,Other multiple gestation,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O30.9,"Multiple gestation, unspecified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O30,Multiple gestation,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O31.0,Papyraceous fetus,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O31.1,Continuing pregnancy after abortion of one fetus or more,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O31.2,Continuing pregnancy after intrauterine death of one fetus or more,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O31.8,Other complications specific to multiple gestation,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O31,Complications specific to multiple gestation,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O32.0,Maternal care for unstable lie,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O32.1,Maternal care for breech presentation,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O32.2,Maternal care for transverse and oblique lie,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O32.3,"Maternal care for face, brow and chin presentation",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O32.4,Maternal care for high head at term,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O32.5,Maternal care for multiple gestation with malpresentation of one fetus or more,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O32.6,Maternal care for compound presentation,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O32.8,Maternal care for other malpresentation of fetus,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O32.9,"Maternal care for malpresentation of fetus, unspecified",O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O32,Maternal care for known or suspected malpresentation of fetus,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O33.0,Maternal care for disproportion due to deformity of maternal pelvic bones,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O33.1,Maternal care for disproportion due to generally contracted pelvis,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O33.2,Maternal care for disproportion due to inlet contraction of pelvis,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O33.3,Maternal care for disproportion due to outlet contraction of pelvis,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O33.4,Maternal care for disproportion of mixed maternal and fetal origin,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
O33.5,Maternal care for disproportion due to unusually large fetus,O30-O48,Maternal care related to the fetus and amniotic cavity and possible delivery problems,XV,"Pregnancy, childbirth and the puerperium"
